Latitude/Longitude,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,27.5,-113.5,1,nearest_place,,,,,"Gustavo Diaz Ordaz (Vizcaíno)",BCS,,23935,MX,"Various sources"
27.5,27.5,-112.5,1,nearest_place,,,,,"Santa Águeda",BCS,,23911,MX,"Various sources"
27.5,0,0,0,,,,,,,,,,,
27.5,27.5,-110.5,1,nearest_place,,,,,Potam,SON,,85513,MX,"Various sources"
27.5,27.5,-109.5,1,nearest_place,,,,,"El Tanque",SON,,85736,MX,"Various sources"
27.5,27.5,-108.5,1,nearest_place,,,,,"La Laja",CHH,,33366,MX,"Various sources"
27.5,27.5,-107.5,1,nearest_place,,,,,"Arroyos Colorados",CHH,,33195,MX,"Various sources"
27.5,27.5,-106.5,1,nearest_place,,,,,"La Esperanza",CHH,,33156,MX,"Various sources"
27.5,27.5,-105.5,1,nearest_place,,,,,"Boquilla del Conchos",CHH,,33690,MX,"Various sources"
27.5,27.5,-104.5,1,nearest_place,,,,,"El Dieciséis",CHH,,33973,MX,"Various sources"
27.5,27.5,-103.5,1,nearest_place,,,,,"El Carmen",COA,,27623,MX,"Various sources"
27.5,27.5,-102.5,1,nearest_place,,,,,"Nuevo Reforma",COA,,27507,MX,"Various sources"
27.5,27.5,-101.5,1,nearest_place,,,,,"Veintinueve de Noviembre (Borregas)",COA,,25483,MX,"Various sources"
27.5,27.5,-100.5,1,nearest_place,,,,,"Santa Rita",COA,,25419,MX,"Various sources"
27.5,27.500936,-99.500342,0.99,rooftop,402,"Ventura St",,,Laredo,TX,"Webb County",78040,US,"CC 0 Texas Natural Resources Information System"
27.5,27.496259,-98.486939,0.27,nearest_street,5317,"State Hwy 359",,,"San Diego",TX,"Duval County",78384,US,"TIGER/Line® dataset from the US Census Bureau"
27.5,27.5,-97.5,1,nearest_place,,,,,"Corpus Christi",TX,"Kleberg County",78415,US,"TIGER/Line® dataset from the US Census Bureau"
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,27.500035,-82.500021,1,rooftop,451,"Salt Meadow Cir",,,Bradenton,FL,"Manatee County",34208,US,"Manatee County CC BY 4.0"
27.5,27.499866,-81.500134,1,rooftop,103,"S Corvette Ave",,,Sebring,FL,"Highlands County",33872,US,"MapWise (and individual Florida counties)"
27.5,27.484917,-80.499781,0.8,nearest_street,,"Florida's Turnpike",,,"Fort Pierce",FL,"St. Lucie County",34945,US,"TIGER/Line® dataset from the US Census Bureau"
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
27.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,28.5,-111.5,1,nearest_place,,,,,"El Cinco (El Refugio)",SON,,83317,MX,"Various sources"
28.5,28.5,-110.5,1,nearest_place,,,,,"San Jose de Moradillas",SON,,85549,MX,"Various sources"
28.5,28.5,-109.5,1,nearest_place,,,,,Tonichi,SON,,85650,MX,"Various sources"
28.5,28.5,-108.5,1,nearest_place,,,,,"Las Canoas",CHH,,31985,MX,"Various sources"
28.5,28.5,-107.5,1,nearest_place,,,,,Guadalupe,CHH,,31680,MX,"Various sources"
28.5,28.5,-106.5,1,nearest_place,,,,,"Los Pérez",CHH,,31643,MX,"Various sources"
28.5,28.5,-105.5,1,nearest_place,,,,,"Labor Nueva",CHH,,32953,MX,"Various sources"
28.5,28.5,-104.5,1,nearest_place,,,,,"Cruces y Anexas",CHH,,32888,MX,"Various sources"
28.5,28.5,-103.5,1,nearest_place,,,,,"La Rosita",COA,,27526,MX,"Various sources"
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,28.5,-100.5,1,nearest_place,,,,,Cumbres,COA,,26080,MX,"Various sources"
28.5,28.5,-99.5,1,nearest_place,,,,,"Valley Wells",TX,"Dimmit County",78830,US,"TIGER/Line® dataset from the US Census Bureau"
28.5,28.50026,-98.498746,0.99,rooftop,388,"Farm To Market Rd",,,Tilden,TX,"McMullen County",78072,US,"CC 0 Texas Natural Resources Information System"
28.5,28.551281,-97.55832,0.55,nearest_street,,US-59,,,Victoria,TX,"Goliad County",77905,US,"TIGER/Line® dataset from the US Census Bureau"
28.5,28.511076,-96.504578,0.27,nearest_street,98,"Omaha Ave",,,"Port Lavaca",TX,"Calhoun County",77979,US,"TIGER/Line® dataset from the US Census Bureau"
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,28.500164,-82.499721,1,rooftop,4421,"Larkenheath Dr",,,"Spring Hill",FL,"Hernando County",34609,US," Loveland"
28.5,28.499891,-81.500114,1,rooftop,4102,"Beech Tree Dr",,,Orlando,FL,"Orange County",32835,US,"MapWise (and individual Florida counties)"
28.5,28.5,-80.5,1,nearest_place,,,,,"Cape Canaveral",FL,"Brevard County",32920,US,"TIGER/Line® dataset from the US Census Bureau"
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
28.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,29.5,-114.5,1,nearest_place,,,,,Cataviña,BCN,,22965,MX,"Various sources"
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,29.5,-111.5,1,nearest_place,,,,,"Pozo del Negro",SON,,83356,MX,"Various sources"
29.5,29.5,-110.5,1,nearest_place,,,,,Santiago,SON,,84905,MX,"Various sources"
29.5,29.5,-109.5,1,nearest_place,,,,,Tepache,SON,,84750,MX,"Various sources"
29.5,29.5,-108.5,1,nearest_place,,,,,"Alto de Dolores",CHH,,31956,MX,"Various sources"
29.5,29.5,-107.5,1,nearest_place,,,,,Cruces,CHH,,31970,MX,"Various sources"
29.5,29.5,-106.5,1,nearest_place,,,,,"Rancho Ojo Laguna",CHH,,31632,MX,"Various sources"
29.5,29.5,-105.5,1,nearest_place,,,,,"Juan Aldama",CHH,,32910,MX,"Various sources"
29.5,29.5,-104.5,1,nearest_place,,,,,Pulinques,CHH,,32897,MX,"Various sources"
29.5,29.5,-103.5,1,nearest_place,,,,,Terlingua,TX,"Brewster County",79852,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,29.5,-102.5,1,nearest_place,,,,,"Ciudad Acuña",COA,,26290,MX,"Various sources"
29.5,29.5,-101.5,1,nearest_place,,,,,"Ciudad Acuña",COA,,26200,MX,"Various sources"
29.5,29.5,-100.5,1,nearest_place,,,,,Brackettville,TX,"Kinney County",78832,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,29.5,-99.5,1,nearest_place,,,,,Utopia,TX,"Uvalde County",78884,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,29.500058,-98.499872,1,rooftop,6641,"San Pedro Ave",,,"San Antonio",TX,"Bexar County",78216,US,"CC 0 Texas Natural Resources Information System"
29.5,29.499367,-97.500347,0.99,rooftop,136,"County Rd 465 E",,,Gonzales,TX,"Gonzales County",78629,US,"CC 0 Texas Natural Resources Information System"
29.5,29.527531,-96.525308,0.11,nearest_street,1559,"County Rd 141st Rd",,,"Rock Island",TX,"Colorado County",77470,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,29.499935,-95.499962,1,rooftop,10823,"Cornwall Ln",,,"Missouri City",TX,"Fort Bend County",77459,US,"Greater Houston"
29.5,29.506511,-94.502527,0.33,nearest_street,900,"Mazzu St",,,Gilchrist,TX,"Galveston County",77617,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,29.5,-91.5,1,nearest_place,,,,,"South Bend",LA,"St. Mary Parish",70538,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,29.488034,-90.513419,0.23,nearest_street,101,"Reggie Ln",,,Montegut,LA,"Lafourche Parish",70377,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,29.5,-89.5,1,nearest_place,,,,,Carlisle,LA,"Plaquemines Parish",70042,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,29.5,-85.5,1,nearest_place,,,,,"Indian Pass",FL,,32456,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,0,0,0,,,,,,,,,,,
29.5,29.5,-83.5,1,nearest_place,,,,,Steinhatchee,FL,"Dixie County",32359,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,29.49987,-82.499408,0.99,rooftop,16904,"SW State Rd 45",,,Archer,FL,"Alachua County",32618,US,"MapWise (and individual Florida counties)"
29.5,29.506216,-81.491933,0.3,nearest_street,14849,"State Hwy 20",,,Bunnell,FL,"Flagler County",32110,US,"TIGER/Line® dataset from the US Census Bureau"
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
29.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,30.5,-112.5,1,nearest_place,,,,,"Heroica Caborca",SON,,83660,MX,"Various sources"
30.5,30.5,-111.5,1,nearest_place,,,,,"El Ocuca",SON,,83931,MX,"Various sources"
30.5,30.5,-110.5,1,nearest_place,,,,,"San Antonio",SON,,84653,MX,"Various sources"
30.5,30.5,-109.5,1,nearest_place,,,,,Tepupa,SON,,84340,MX,"Various sources"
30.5,30.5,-108.5,1,nearest_place,,,,,"Lázaro Cárdenas",CHH,,31845,MX,"Various sources"
30.5,30.5,-107.5,1,nearest_place,,,,,"Nuevo Casas Grandes",CHH,,31758,MX,"Various sources"
30.5,30.5,-106.5,1,nearest_place,,,,,Chihuahuita,CHH,,32800,MX,"Various sources"
30.5,0,0,0,,,,,,,,,,,
30.5,30.545746,-104.445148,0.47,nearest_street,,US-90,,,Valentine,TX,"Jeff Davis County",79854,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.5,-103.5,1,nearest_place,,,,,Alpine,TX,"Brewster County",79831,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.5,-102.5,1,nearest_place,,,,,Girvin,TX,"Pecos County",79740,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.5,-101.5,1,nearest_place,,,,,"El Paso",TX,"Crockett County",79942,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.5498,-100.481636,0.62,nearest_street,,I-10,,,Sonora,TX,"Sutton County",76950,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.5,-99.5,1,nearest_place,,,,,Noxville,TX,"Kimble County",78631,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.499054,-98.499485,0.95,nearest_street,4534,"Rr 3347",,,"Round Mountain",TX,"Blanco County",78663,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.497906,-97.499103,0.98,rooftop,12501,"Farm To Market Rd 1660",,,Taylor,TX,"Williamson County",76574,US,"Capital Area Council of Governments"
30.5,30.498921,-96.501043,0.98,rooftop,8140,"Farm To Market Rd 2039",,,Caldwell,TX,"Burleson County",77836,US,"CC 0 Texas Natural Resources Information System"
30.5,30.498766,-95.499256,0.98,rooftop,17809,"Old Danville Rd",,,Willis,TX,"Montgomery County",77318,US,"CC 0 Texas Natural Resources Information System"
30.5,30.499874,-94.499377,0.99,rooftop,16929,"Farm To Market Rd",,,Kountze,TX,"Hardin County",77625,US,"CC 0 Texas Natural Resources Information System"
30.5,30.490285,-93.50312,0.29,nearest_street,301,"Dahlquist Rd",,,"Lake Charles",LA,"Beauregard Parish",70606,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.499397,-92.500385,0.96,nearest_street,2027,"Cemien Rd",,,Basile,LA,"Evangeline Parish",70515,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.505619,-91.507011,0.85,nearest_street,10089,"Kimball Ln",,,Maringouin,LA,"Pointe Coupee Parish",70757,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.5,-90.49995,1,rooftop,108,"Robin Hood Dr",,,Hammond,LA,"Tangipahoa Parish",70403,US,Tangipahoa
30.5,30.499044,-89.497308,0.97,rooftop,22393,"Hwy 43",,,Picayune,MS,"Hancock County",39466,US,"Mississippi Department of Environmental Quality"
30.5,30.500093,-88.502892,0.97,rooftop,6433,"Hans Rd",,,"Moss Point",MS,"Jackson County",39562,US,Jackson
30.5,30.49746,-87.505552,0.88,nearest_street,30298,"Lowery Ln",,,Elberta,AL,"Baldwin County",36530,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.500186,-86.49863,0.99,rooftop,206,"Sunset Ln",,,Valparaiso,FL,"Okaloosa County",32580,US,Statewide2
30.5,30.500896,-85.49779,0.98,rooftop,944,"Hammond Lake Dr",,,Fountain,FL,"Washington County",32438,US,"MapWise (and individual Florida counties)"
30.5,30.495839,-84.495643,0.88,nearest_street,666,"Peters Rd",,,Midway,FL,"Gadsden County",32343,US,"TIGER/Line® dataset from the US Census Bureau"
